cod_prod,descr_resumida,descr_detalhada,preco,unidade
158GER823,GE 158 FR NY PTA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 NYLON PRETA E COM FREIO,5.07,PECA
158GER830,GE 158 PP PTA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 PP PRETA,3.6,PECA
158GER831,GE 158 FR PP PTA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 PP PRETA E COM FREIO,4.4,PECA
158GER904,GE 158 FR NY REF 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 NYLON REFORÇADA E COM FREIO,5.18,PECA
158GER908,GE 158 FR BP CZA 16,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 3/8X16MM COM RODA 158 BP CINZA E COM FREIO,5.28,PECA
158GP1186,GP 158 NY REF,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 NYLON REFORÇADA,3.98,PECA
158GP1187,GP 158 BP CZA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP CINZA,4.07,PECA
158GP1188,GP 158 NY PTA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 NYLON 4 FUROS,3.86,PECA
158GP1189,GP 158 BP AZU,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP AZUL,4.07,PECA
158GP1191,GP 158 BP BCA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP BRANCA,4.07,PECA
158GP1192,GP 158 PP BCA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 PP BRANCA,3.15,PECA
158GP1193,GP 158 BP VER,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP VERMELHA,4.07,PECA
158GP1194,GP 158 PP CZA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 PP CINZA,3.15,PECA
158GP1469,GPD 158 NY PTA,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 NYLON 4 FUROS,5.79,PECA
158GP1779,GP 158 FR NY PTA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 NYLON 4 FUROS E COM FREIO,4.6,PECA
158GP1886,GP 158 BP PTA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP PRETA,4.07,PECA
158GP1887,GP 158 ZK,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 ZAMAK,7.59,PECA
158GP1888,GP 158 GR,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE SEM RODA 158 E COM REBITE,3.12,PECA
158GP1889,GP 158 FR GR,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE SEM RODA 158 COM REBITE E COM FREIO,3.97,PECA
158GP1890,GP 158 FR BP AZU,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP AZUL E COM FREIO,4.81,PECA
158GP1891,GP 158 FR BP PTA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP PRETA E COM FREIO,4.81,PECA
158GP1892,GP 158 FR BP VER,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP VERMELHA E COM FREIO,4.81,PECA
158GP1893,GP 158 FR BP CZA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP CINZA E COM FREIO,4.81,PECA
158GP1894,GP 158 FR BP BCA,RODÍZIO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP BRANCA E COM FREIO,4.81,PECA
158GP1895,GP 158 FR BP GEL,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP GEL E COM FREIO,5.27,PECA
158GP1896,GP 158 FR CRISTAL,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 CRISTAL E COM FREIO,4.15,PECA
158GP1897,GP 158 FR PP CZA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 PP CINZA E COM FREIO,3.99,PECA
158GP1898,GP 158 FR PP PTA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 PP PRETA E COM FREIO,3.99,PECA
158GP1899,GP 158 FR PP BCA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 PP BRANCA E COM FREIO,3.99,PECA
158GP1900,GP 158 FR NY REF,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 NYLON REFORÇADA E COM FREIO,4.72,PECA
158GP1901,GP 158 FR ZK,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 ZAMAK E COM FREIO,8.33,PECA
158GP1902,GPD 158 GR,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE SEM RODA 158  E COM REBITE,4,PECA
158GP1903,GPD 158 NY REF,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 NYLON REFORÇADA,6.02,PECA
158GP1904,GPD 158 BP VER,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 BP VERMELHA,6.2,PECA
158GP1905,GPD 158 BP BCA,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 BP BRANCA,6.2,PECA
158GP1906,GPD 158 BP AZU,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 BP AZUL,6.2,PECA
158GP1907,GPD 158 BP CZA,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 BP CINZA,6.2,PECA
158GP1908,GPD 158 BP PTA,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 BP PRETA,6.2,PECA
158GP1909,GPD 158 CRISTAL,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 CRISTAL,4.88,PECA
158GP1910,GPD 158 PP CZA,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 PP CINZA,4.23,PECA
158GP1911,GPD 158 PP BCA,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 PP BRANCA,4.23,PECA
158GP1912,GPD 158 BP GEL,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 BP GEL,7.13,PECA
158GP1913,GPD 158 PP PTA,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 PP PRETA,4.23,PECA
158GP1914,GPD 158 ZK,RODIZIO DE AÇO GIRATÓRIO DUPLO COM FURO PASSANTE E RODA 158 ZAMAK,13.2,PECA
158GP618,GP 158 PP PTA,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 PP PRETA,3.15,PECA
158GP619,GP 158 CRISTAL,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 CRISTAL,3.41,PECA
158GP621,GP 158 BP GEL,RODIZIO DE AÇO GIRATÓRIO DE FURO PASSANTE COM RODA 158 BP GEL,4.53,PECA
158RO05,RO 158 PP PTA,RODA 158 PP PRETA,0.45,PECA
158RO06,RO 158 PP BCA,RODA 158 PP BRANCA,0.45,PECA
158RO07,RO 158 PP CZA,RODA 158 PP CINZA,0.45,PECA
158RO08,RO 158 CRISTAL,RODA 158 CRISTAL,0.65,PECA
158RO09,RO 158 NY PTA,RODA 158 NYLON PRETA 4F,1.05,PECA
158RO1098,RO 158 BP VER,RODA 158 BP VERMELHA,1.3,PECA
158RO11,RO 158 BP PTA,RODA 158 BP PRETA,1.3,PECA
158RO12,RO 158 BP BCA,RODA 158 BP BRANCA,1.3,PECA
158RO13,RO 158 BP CZA,RODA 158 BP CINZA,1.3,PECA
158RO14,RO 158 BP GEL,RODA 158 BP GEL,1.56,PECA
158RO1553,RO 158 ZK,RODA 158 ZAMAK,3.9,PECA
158RO2038,RO 158 NY BCA,RODA 158 NYLON BRANCA,1.19,PECA
158RO599,RO 158 BP AZU,RODA 158 BP AZUL,1.3,PECA
158RO900,RO 158 NY REF,RODA 158 NYLON REFORCADA,1.12,PECA
210FBR1216,FB 210 BI P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BORRACHA INTEGRAL PARAFUSADO,3.72,PECA
210FBR1228,FB 210 BP CZA R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP CINZA REBITADO,3.94,PECA
210FBR1229,FB 210 BP AZU R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP AZUL REBITADO,4.03,PECA
210FBR1230,FB 210 BP BCA R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP BRANCA REBITADO,4.03,PECA
210FBR1231,FB 210 BP GEL R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP GEL REBITADO,4.63,PECA
210FBR1232,FB 210 BP PTA R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP PRETA REBITADO,4.03,PECA
210FBR1233,FB 210 BP VER R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP VERMELHA REBITADO,4.03,PECA
210FBR1234,FB 210 NY BCA R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 NYLON BRANCA REBITADO,4.75,PECA
210FBR1235,FB 210 PP PTA R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 PP PRETA REBITADO,3.32,PECA
210FBR1397,FB 210 GP PLK,RODIZIO DE AÇO FIXO DE BASE SEM RODA 210 COM PARAFUSO E PORCA PARLOCK,2.95,PECA
210FBR189,FB 210 BP CZA P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP CINZA PARAFUSADO,4.1,PECA
210FBR190,FB 210 BP PTA P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP PRETA PARAFUSADO,4.2,PECA
210FBR191,FB 210 BP BCA P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP BRANCA PARAFUSADO,4.2,PECA
210FBR192,FB 210 BP GEL P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP GEL PARAFUSADO,4.78,PECA
210FBR194,FB 210 PP PTA P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 PP PRETA PARAFUSADO,3.5,PECA
210FBR195,FB 210 CEL P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 CELERON PARAFUSADO,12.18,PECA
210FBR197,FB 210 NY BCA P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 NYLON BRANCA PARAFUSADO,4.9,PECA
210FBR198,FB 210 GP,RODIZIO DE AÇO FIXO DE BASE SEM RODA 210 COM PARAFUSO E PORCA,2.9,PECA
210FBR199,FB 210 FE/PU P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 FERRO COM POLIURETANO PARAFUSADO,0,PECA
210FBR200,FB 210 AL/BO P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP ALUMINIO COM BORRACHA PARAFUSADO,8.7,PECA
210FBR202,FB 210 AL/PU P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP ALUMINIO COM POLIURETANO PARAFUSADO,10.1,PECA
210FBR2047,FB 210 UP R,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 POLIURETANO INJETADO REBITADO,4.5,PECA
210FBR799,FB 210 BP AZU P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP AZUL PARAFUSADO,4.2,PECA
210FBR819,FB 210 BP VER P,RODIZIO DE AÇO FIXO DE BASE COM RODA 210 BP VERMELHA PARAFUSADO,4.2,PECA
210FER1227,FE 210 AL/PU 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 ALUMINIO COM POLIURETANO PARAFUSADO,10.35,PECA
210FER1236,FE 210 BP CZA 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP CINZA REBITADO,4.42,PECA
210FER1237,FE 210 BP AZU 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP AZUL REBITADO,4.52,PECA
210FER1238,FE 210 BP BCA 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP BRANCA REBITADO,4.52,PECA
210FER1239,FE 210 BP GEL 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP GEL REBITADO,5.1,PECA
210FER1240,FE 210 PP PTA 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 PP PRETA REBITADO,3.77,PECA
210FER1241,FE 210 NY BCA 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 NYLON BRANCA REBITADO,5.23,PECA
210FER1242,FE 210 BP PTA 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP PRETA REBITADO,4.52,PECA
210FER1243,FE 210 BP VER 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP VERMELHA REBITADO,4.52,PECA
210FER1503,FE 210 GP PLK 25,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA PARLOCK,3.18,PECA
210FER1613,FE 210 BP CZA 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP CINZA REBITADO,4.28,PECA
210FER1924,FE 210 BP AZU 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP AZUL REBITADO,4.37,PECA
210FER1925,FE 210 BP BCA 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP BRANCA REBITADO,4.37,PECA
210FER1926,FE 210 BP GEL 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP GEL REBITADO,4.92,PECA
210FER1927,FE 210 BP PTA 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP PRETA REBITADO,4.37,PECA
210FER1928,FE 210 BP VER 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP VERMELHA REBITADO,4.37,PECA
210FER1929,FE 210 PP PTA 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 PP PRETA REBITADO,3.64,PECA
210FER1930,FE 210 NY BCA 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 NYLON BRANCA REBITADO,5.02,PECA
210FER2026,FE 210 NY BCA 50 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X50MM COM RODA 210 NYLON BRANCA REBITADO,5.42,PECA
210FER203,FE 210 BP CZA 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP CINZA PARAFUSADO,4.6,PECA
210FER204,FE 210 BP PTA 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP PRETA PARAFUSADO,4.56,PECA
210FER2048,FE 210 UP 16 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 DE POLIURETANO INJETADO REBITADO,4.83,PECA
210FER2049,FE 210 UP 25 R,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 DE POLIURETANO INJETADO REBITADO,4.95,PECA
210FER205,FE 210 BP BCA 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP BRANCA PARAFUSADO,4.7,PECA
210FER206,FE 210 BP GEL 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP GEL PARAFUSADO,5.29,PECA
210FER208,FE 210 PP PTA 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 PP PRETA PARAFUSADO,3.84,PECA
210FER211,FE 210 NY BCA 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 NYLON BRANCA PARAFUSADO,5.26,PECA
210FER212,FE 210 GP 25,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM SEM RODA 210 COM PARAFUSO E PORCA,3.35,PECA
210FER213,FE 210 FE/PU 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 FERRO COM POLIURETANO PARAFUSADO,0,PECA
210FER214,FE 210 AL/BO 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 ALUMINIO COM BORRACHA PARAFUSADO,9.04,PECA
210FER215,FE 210 BI 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BORRACHA INTEGRAL PARAFUSADO,4.19,PECA
210FER216,FE 210 AL/PU 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 ALUMINIO COM POLIURETANO PARAFUSADO,10.46,PECA
210FER217,FE 210 BP CZA 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP CINZA PARAFUSADO,4.45,PECA
210FER218,FE 210 BP PTA 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP PRETA PARAFUSADO,4.7,PECA
210FER219,FE 210 BP BCA 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP BRANCA PARAFUSADO,4.56,PECA
210FER220,FE 210 BP GEL 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP GEL PARAFUSADO,5.13,PECA
210FER221,FE 210 BI 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BORRACHA INTEGRAL PARAFUSADO,4.06,PECA
210FER222,FE 210 PP PTA 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 PP PRETA PARAFUSADO,3.98,PECA
210FER223,FE 210 AL/BO 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 ALUMINIO COM BORRACHA PARAFUSADO,9.18,PECA
210FER225,FE 210 NY BCA 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 NYLON BRANCA PARAFUSADO,5.42,PECA
210FER226,FE 210 GP 16,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM SEM RODA 210 COM PARAFUSO E PORCA,3.2,PECA
210FER271,FE 210 CEL 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 CELERON PARAFUSADO,12.51,PECA
210FER713,FE 210 FE/PU 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 FERRO COM POLIURETANO PARAFUSADO,0,PECA
210FER794,FE 210 BP AZU 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP AZUL PARAFUSADO,4.7,PECA
210FER802,FE 210 BP AZU 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP AZUL PARAFUSADO,4.56,PECA
210FER816,FE 210 BP VER 16 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X16MM COM RODA 210 BP VERMELHA PARAFUSADO,4.56,PECA
210FER817,FE 210 BP VER 25 P,RODIZIO DE AÇO FIXO DE ESPIGA 3/8X25MM COM RODA 210 BP VERMELHA PARAFUSADO,4.7,PECA
210FR2101917,FR 50 210 PTA,FREIO DE NYLON COMPLETO DA LINHA 50 E 210 PP PTA,0.8,PECA
210FR210337,FR 210 PTA ANT,FREIO DE AÇO COMPLETO DA LINHA 210 COM MOLA MODELO ANTIGO,0.84,PECA
210GBR1259,GB 210 BP CZA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP CINZA REBITADO,5.62,PECA
210GBR1260,GB 210 BP AZU R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP AZUL REBITADO,5.72,PECA
210GBR1261,GB 210 BP BCA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP BRANCA REBITADO,5.72,PECA
210GBR1262,GB 210 BP GEL R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP GEL REBITADO,6.3,PECA
210GBR1263,GB 210 BP PTA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP PRETA REBITADO,5.72,PECA
210GBR1264,GB 210 BP VER R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP VERMELHA REBITADO,5.72,PECA
210GBR1265,GB 210 PP PTA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 PP PRETA REBITADO,4.92,PECA
210GBR1266,GB 210 NY BCA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 NYLON BRANCA REBITADO,6.37,PECA
210GBR1267,GB 210 FR BP AZU R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP AZUL REBITADO E FREIO,6.6,PECA
210GBR1268,GB 210 FR BP BCA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP BRANCA REBITADO E FREIO,6.6,PECA
210GBR1269,GB 210 FR BP GEL R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP GEL REBITADO E FREIO,7.2,PECA
210GBR1270,GB 210 FR BP CZA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP CINZA REBITADO E FREIO,6.52,PECA
210GBR1271,GB 210 FR BP PTA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP PRETA REBITADO E FREIO,6.6,PECA
210GBR1272,GB 210 FR BP VER R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP VERMELHA REBITADO E FREIO,6.6,PECA
210GBR1273,GB 210 FR NY BCA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 NYLON BRANCA REBITADO E FREIO,7.26,PECA
210GBR1274,GB 210 FR PP PTA R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 PP PRETA REBITADO E FREIO,5.83,PECA
210GBR1596,GB 210 GP PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 210 COM PARAFUSO E PORCA PARLOCK,4.71,PECA
210GBR1617,GB 210 FR GP PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 210 COM PARAFUSO E PORCA PARLOCK E FREIO,5.7,PECA
210GBR1931,GB 210 FR GP ANT,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 210 COM PARAFUSO E PORCA E FREIO ANTIGO,0,PECA
210GBR1933,GB 210 FR GP PLK ANT,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 210 COM PARAFUSO E PORCA PARLOCK E FREIO ANTIGO,0,PECA
210GBR201,GB 210 BP VER P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP VERMELHA PARAFUSADO,5.9,PECA
210GBR2050,GB 210 UP R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 POLIURETANO INJETADO REBITADO,6.16,PECA
210GBR2051,GB 210 UP P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 POLIURETANO INJETADO PARAFUSADO,6.35,PECA
210GBR2052,GB 210 FR UP R,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 POLIURETANO INJETADO REBITADO E FREIO,7.06,PECA
210GBR2053,GB 210 FR UP P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 POLIURETANO INJETADO PARAFUSADO E FREIO,7.25,PECA
210GBR227,GB 210 BP CZA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP CINZA PARAFUSADO,5.8,PECA
210GBR228,GB 210 BP PTA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP PRETA PARAFUSADO,5.9,PECA
210GBR229,GB 210 BP BCA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP BRANCA PARAFUSADO,5.9,PECA
210GBR230,GB 210 BP GEL P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP GEL PARAFUSADO,6.49,PECA
210GBR232,GB 210 PP PTA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 PP PRETA PARAFUSADO,5.15,PECA
210GBR235,GB 210 NY BCA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 NYLON BRANCA PARAFUSADO,6.6,PECA
210GBR236,GB 210 GP,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 210 COM PARAFUSO E PORCA,4.64,PECA
210GBR237,GB 210 FE/PU P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 FERRO COM POLIURETANO PARAFUSADO,0,PECA
210GBR238,GB 210 AL/BO P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 ALUMINIO COM BORRACHA PARAFUSADO,10.35,PECA
210GBR239,GB 210 BI P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BORRACHA INTEGRAL PARAFUSADO,5.45,PECA
210GBR240,GB 210 AL/PU P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 ALUMINIO COM POLIURETANO PARAFUSADO,11.75,PECA
210GBR241,GB 210 FR BP CZA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP CINZA PARAFUSADO E FREIO,6.7,PECA
210GBR242,GB 210 FR BP PTA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP PRETA PARAFUSADO E FREIO,6.8,PECA
210GBR243,GB 210 FR BP BCA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP BRANCA PARAFUSADO E FREIO,6.8,PECA
210GBR244,GB 210 FR BP GEL P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP GEL PARAFUSADO E FREIO,7.39,PECA
210GBR249,GB 210 FR NY BCA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 NYLON BRANCA PARAFUSADO E FREIO,7.52,PECA
210GBR246,GB 210 FR PP PTA P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 PP PRETA PARAFUSADO E FREIO,6.05,PECA
210GBR250,GB 210 FR GP,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 210 COM PARAFUSO E PORCA E FREIO,5.65,PECA
210GBR251,GB 210 FR FE/PU P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 FERRO COM POLIURETANO PARAFUSADO E FREIO,0,PECA
210GBR252,GB 210 FR AL/BO P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 ALUMINIO COM BORRACHA PARAFUSADO E FREIO,11.28,PECA
210GBR253,GB 210 FR BI P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BORRACHA INTEGRAL PARAFUSADO E FREIO,6.35,PECA
210GBR254,GB 210 FR AL/PU P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 ALUMINIO COM POLIURETANO PARAFUSADO E FREIO,12.63,PECA
210GBR319,GB 210 CEL P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 CELERON PARAFUSADO,13.8,PECA
210GBR803,GB 210 BP AZU P,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 210 BP AZUL PARAFUSADO,5.9,PECA
